id,obligation_id,title,jurisdiction_level,jurisdiction,state,county,city,category,date,frequency,notes,sources,created_at,updated_at
2728,"ga-chattahoochee,-georgia-business-license","Chattahoochee, Georgia County Business License",county,Chattahoochee,GA,Chattahoochee,,Business License,2025-12-31,annual,"Business license renewal for Chattahoochee, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2729,"ga-chattahoochee,-georgia-property-tax","Chattahoochee, Georgia County Property Tax",county,Chattahoochee,GA,Chattahoochee,,Property Tax,2025-12-31,annual,"Property tax assessment for Chattahoochee, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2730,"ga-chattooga,-georgia-business-license","Chattooga, Georgia County Business License",county,Chattooga,GA,Chattooga,,Business License,2025-12-31,annual,"Business license renewal for Chattooga, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2731,"ga-chattooga,-georgia-property-tax","Chattooga, Georgia County Property Tax",county,Chattooga,GA,Chattooga,,Property Tax,2025-12-31,annual,"Property tax assessment for Chattooga, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3698,"ks-chautauqua,-kansas-business-license","Chautauqua, Kansas County Business License",county,Chautauqua,KS,Chautauqua,,Business License,2025-12-31,annual,"Business license renewal for Chautauqua, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3699,"ks-chautauqua,-kansas-property-tax","Chautauqua, Kansas County Property Tax",county,Chautauqua,KS,Chautauqua,,Property Tax,2025-12-31,annual,"Property tax assessment for Chautauqua, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5572,"ny-chautauqua,-new-york-business-license","Chautauqua, New York County Business License",county,Chautauqua,NY,Chautauqua,,Business License,2025-12-31,annual,"Business license renewal for Chautauqua, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5573,"ny-chautauqua,-new-york-property-tax","Chautauqua, New York County Property Tax",county,Chautauqua,NY,Chautauqua,,Property Tax,2025-12-31,annual,"Property tax assessment for Chautauqua, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5498,"nm-chaves,-new-mexico-business-license","Chaves, New Mexico County Business License",county,Chaves,NM,Chaves,,Business License,2025-12-31,annual,"Business license renewal for Chaves, New Mexico County, NM",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5499,"nm-chaves,-new-mexico-property-tax","Chaves, New Mexico County Property Tax",county,Chaves,NM,Chaves,,Property Tax,2025-12-31,annual,"Property tax assessment for Chaves, New Mexico County, NM",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6781,"tn-cheatham,-tennessee-property-tax","Cheatham, Tennessee County Property Tax",county,Cheatham,TN,Cheatham,,Property Tax,2025-12-31,annual,"Property tax assessment for Cheatham, Tennessee County, TN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6780,"tn-cheatham,-tennessee-business-license","Cheatham, Tennessee County Business License",county,Cheatham,TN,Cheatham,,Business License,2025-12-31,annual,"Business license renewal for Cheatham, Tennessee County, TN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4396,"mi-cheboygan,-michigan-business-license","Cheboygan, Michigan County Business License",county,Cheboygan,MI,Cheboygan,,Business License,2025-12-31,annual,"Business license renewal for Cheboygan, Michigan County, MI",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4397,"mi-cheboygan,-michigan-property-tax","Cheboygan, Michigan County Property Tax",county,Cheboygan,MI,Cheboygan,,Property Tax,2025-12-31,annual,"Property tax assessment for Cheboygan, Michigan County, MI",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7816,"wa-chelan,-washington-business-license","Chelan, Washington County Business License",county,Chelan,WA,Chelan,,Business License,2025-12-31,annual,"Business license renewal for Chelan, Washington County, WA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7817,"wa-chelan,-washington-property-tax","Chelan, Washington County Property Tax",county,Chelan,WA,Chelan,,Property Tax,2025-12-31,annual,"Property tax assessment for Chelan, Washington County, WA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5574,"ny-chemung,-new-york-business-license","Chemung, New York County Business License",county,Chemung,NY,Chemung,,Business License,2025-12-31,annual,"Business license renewal for Chemung, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5575,"ny-chemung,-new-york-property-tax","Chemung, New York County Property Tax",county,Chemung,NY,Chemung,,Property Tax,2025-12-31,annual,"Property tax assessment for Chemung, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5576,"ny-chenango,-new-york-business-license","Chenango, New York County Business License",county,Chenango,NY,Chenango,,Business License,2025-12-31,annual,"Business license renewal for Chenango, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5577,"ny-chenango,-new-york-property-tax","Chenango, New York County Property Tax",county,Chenango,NY,Chenango,,Property Tax,2025-12-31,annual,"Property tax assessment for Chenango, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
1922,"al-cherokee,-alabama-business-license","Cherokee, Alabama County Business License",county,Cherokee,AL,Cherokee,,Business License,2025-12-31,annual,"Business license renewal for Cherokee, Alabama County, AL",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
1923,"al-cherokee,-alabama-property-tax","Cherokee, Alabama County Property Tax",county,Cherokee,AL,Cherokee,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherokee, Alabama County, AL",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2732,"ga-cherokee,-georgia-business-license","Cherokee, Georgia County Business License",county,Cherokee,GA,Cherokee,,Business License,2025-12-31,annual,"Business license renewal for Cherokee, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2733,"ga-cherokee,-georgia-property-tax","Cherokee, Georgia County Property Tax",county,Cherokee,GA,Cherokee,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherokee, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3516,"ia-cherokee,-iowa-business-license","Cherokee, Iowa County Business License",county,Cherokee,IA,Cherokee,,Business License,2025-12-31,annual,"Business license renewal for Cherokee, Iowa County, IA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3517,"ia-cherokee,-iowa-property-tax","Cherokee, Iowa County Property Tax",county,Cherokee,IA,Cherokee,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherokee, Iowa County, IA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3700,"ks-cherokee,-kansas-business-license","Cherokee, Kansas County Business License",county,Cherokee,KS,Cherokee,,Business License,2025-12-31,annual,"Business license renewal for Cherokee, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3701,"ks-cherokee,-kansas-property-tax","Cherokee, Kansas County Property Tax",county,Cherokee,KS,Cherokee,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherokee, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5722,"nc-cherokee,-north-carolina-business-license","Cherokee, North Carolina County Business License",county,Cherokee,NC,Cherokee,,Business License,2025-12-31,annual,"Business license renewal for Cherokee, North Carolina County, NC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5723,"nc-cherokee,-north-carolina-property-tax","Cherokee, North Carolina County Property Tax",county,Cherokee,NC,Cherokee,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherokee, North Carolina County, NC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6186,"ok-cherokee,-oklahoma-business-license","Cherokee, Oklahoma County Business License",county,Cherokee,OK,Cherokee,,Business License,2025-12-31,annual,"Business license renewal for Cherokee, Oklahoma County, OK",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6187,"ok-cherokee,-oklahoma-property-tax","Cherokee, Oklahoma County Property Tax",county,Cherokee,OK,Cherokee,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherokee, Oklahoma County, OK",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6556,"sc-cherokee,-south-carolina-business-license","Cherokee, South Carolina County Business License",county,Cherokee,SC,Cherokee,,Business License,2025-12-31,annual,"Business license renewal for Cherokee, South Carolina County, SC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6557,"sc-cherokee,-south-carolina-property-tax","Cherokee, South Carolina County Property Tax",county,Cherokee,SC,Cherokee,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherokee, South Carolina County, SC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7022,"tx-cherokee,-texas-business-license","Cherokee, Texas County Business License",county,Cherokee,TX,Cherokee,,Business License,2025-12-31,annual,"Business license renewal for Cherokee, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7023,"tx-cherokee,-texas-property-tax","Cherokee, Texas County Property Tax",county,Cherokee,TX,Cherokee,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherokee, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5242,"ne-cherry,-nebraska-business-license","Cherry, Nebraska County Business License",county,Cherry,NE,Cherry,,Business License,2025-12-31,annual,"Business license renewal for Cherry, Nebraska County, NE",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5243,"ne-cherry,-nebraska-property-tax","Cherry, Nebraska County Property Tax",county,Cherry,NE,Cherry,,Property Tax,2025-12-31,annual,"Property tax assessment for Cherry, Nebraska County, NE",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7742,"va-chesapeake-city,-virginia-business-license","Chesapeake city, Virginia County Business License",county,Chesapeake city,VA,Chesapeake city,,Business License,2025-12-31,annual,"Business license renewal for Chesapeake city, Virginia County, VA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7743,"va-chesapeake-city,-virginia-property-tax","Chesapeake city, Virginia County Property Tax",county,Chesapeake city,VA,Chesapeake city,,Property Tax,2025-12-31,annual,"Property tax assessment for Chesapeake city, Virginia County, VA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5436,"nh-cheshire,-new-hampshire-business-license","Cheshire, New Hampshire County Business License",county,Cheshire,NH,Cheshire,,Business License,2025-12-31,annual,"Business license renewal for Cheshire, New Hampshire County, NH",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5437,"nh-cheshire,-new-hampshire-property-tax","Cheshire, New Hampshire County Property Tax",county,Cheshire,NH,Cheshire,,Property Tax,2025-12-31,annual,"Property tax assessment for Cheshire, New Hampshire County, NH",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6420,"pa-chester,-pennsylvania-business-license","Chester, Pennsylvania County Business License",county,Chester,PA,Chester,,Business License,2025-12-31,annual,"Business license renewal for Chester, Pennsylvania County, PA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6421,"pa-chester,-pennsylvania-property-tax","Chester, Pennsylvania County Property Tax",county,Chester,PA,Chester,,Property Tax,2025-12-31,annual,"Property tax assessment for Chester, Pennsylvania County, PA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6558,"sc-chester,-south-carolina-business-license","Chester, South Carolina County Business License",county,Chester,SC,Chester,,Business License,2025-12-31,annual,"Business license renewal for Chester, South Carolina County, SC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6559,"sc-chester,-south-carolina-property-tax","Chester, South Carolina County Property Tax",county,Chester,SC,Chester,,Property Tax,2025-12-31,annual,"Property tax assessment for Chester, South Carolina County, SC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6782,"tn-chester,-tennessee-business-license","Chester, Tennessee County Business License",county,Chester,TN,Chester,,Business License,2025-12-31,annual,"Business license renewal for Chester, Tennessee County, TN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6783,"tn-chester,-tennessee-property-tax","Chester, Tennessee County Property Tax",county,Chester,TN,Chester,,Property Tax,2025-12-31,annual,"Property tax assessment for Chester, Tennessee County, TN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6560,"sc-chesterfield,-south-carolina-business-license","Chesterfield, South Carolina County Business License",county,Chesterfield,SC,Chesterfield,,Business License,2025-12-31,annual,"Business license renewal for Chesterfield, South Carolina County, SC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6561,"sc-chesterfield,-south-carolina-property-tax","Chesterfield, South Carolina County Property Tax",county,Chesterfield,SC,Chesterfield,,Property Tax,2025-12-31,annual,"Property tax assessment for Chesterfield, South Carolina County, SC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7584,"va-chesterfield,-virginia-business-license","Chesterfield, Virginia County Business License",county,Chesterfield,VA,Chesterfield,,Business License,2025-12-31,annual,"Business license renewal for Chesterfield, Virginia County, VA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7585,"va-chesterfield,-virginia-property-tax","Chesterfield, Virginia County Property Tax",county,Chesterfield,VA,Chesterfield,,Property Tax,2025-12-31,annual,"Property tax assessment for Chesterfield, Virginia County, VA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2765,"ga-dekalb,-georgia-property-tax","DeKalb, Georgia County Property Tax",county,DeKalb,GA,DeKalb,,Property Tax,2025-12-31,annual,"Property tax assessment for DeKalb, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2412,"co-cheyenne,-colorado-business-license","Cheyenne, Colorado County Business License",county,Cheyenne,CO,Cheyenne,,Business License,2025-12-31,annual,"Business license renewal for Cheyenne, Colorado County, CO",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2413,"co-cheyenne,-colorado-property-tax","Cheyenne, Colorado County Property Tax",county,Cheyenne,CO,Cheyenne,,Property Tax,2025-12-31,annual,"Property tax assessment for Cheyenne, Colorado County, CO",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3702,"ks-cheyenne,-kansas-business-license","Cheyenne, Kansas County Business License",county,Cheyenne,KS,Cheyenne,,Business License,2025-12-31,annual,"Business license renewal for Cheyenne, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3703,"ks-cheyenne,-kansas-property-tax","Cheyenne, Kansas County Property Tax",county,Cheyenne,KS,Cheyenne,,Property Tax,2025-12-31,annual,"Property tax assessment for Cheyenne, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5244,"ne-cheyenne,-nebraska-business-license","Cheyenne, Nebraska County Business License",county,Cheyenne,NE,Cheyenne,,Business License,2025-12-31,annual,"Business license renewal for Cheyenne, Nebraska County, NE",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
